item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
349,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Plotting Ordered Pairs in the Cartesian Coordinate System,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,Plotting Ordered Pairs in the Cartesian Coordinate System,HSG.CO.A.1,HSG.CO.A.1
350,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Using the Midpoint Formula,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,Using the Midpoint Formula,HSG.CO.A.1,HSG.CO.A.1
351,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Linear Equations in One Variable,,,2.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:eb6fde5e-763a-412f-8aa4-866649f706d5.xhtml,Linear Equations in One Variable,HSG.CO.A.1,HSG.CO.A.1
352,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Determining Whether Graphs of Lines are Parallel or Perpendicular,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:eb6fde5e-763a-412f-8aa4-866649f706d5.xhtml,Determining Whether Graphs of Lines are Parallel or Perpendicular,HSG.CO.A.1,HSG.CO.A.1
353,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,14,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:eb6fde5e-763a-412f-8aa4-866649f706d5.xhtml,,HSG.CO.A.1,HSG.CO.A.1
354,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Angles,,,7.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Angles,HSG.CO.A.1,HSG.CO.A.1
355,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Draw angles in standard position,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Draw angles in standard position,HSG.CO.A.1,HSG.CO.A.1
356,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,,HSG.CO.A.1,HSG.CO.A.1
357,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Find the length of a circular arc,,,,Find the length of a circular arc,HSG.CO.A.1,HSG.CO.A.1
358,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Find a radian measure,,,,Find a radian measure,HSG.CO.A.1,HSG.CO.A.1
359,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,,HSG.CO.A.1,HSG.CO.A.1
360,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Transformation of Functions,,,3.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Transformation of Functions,HSG.CO.A.2,HSG.CO.A.2
361,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Identifying Vertical Shifts,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Identifying Vertical Shifts,HSG.CO.A.2,HSG.CO.A.2
362,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.2,HSG.CO.A.2
363,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Identifying Horizontal Shifts,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Identifying Horizontal Shifts,HSG.CO.A.2,HSG.CO.A.2
364,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.2,HSG.CO.A.2
365,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Horizontal Stretches and Compressions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Horizontal Stretches and Compressions,HSG.CO.A.2,HSG.CO.A.2
366,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,"16,17,18",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.2,HSG.CO.A.2
367,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Performing a Sequence of Transformations,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Performing a Sequence of Transformations,HSG.CO.A.2,HSG.CO.A.2
368,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,19,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.2,HSG.CO.A.2
369,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Transformation of Functions,,,3.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Transformation of Functions,HSG.CO.A.3,HSG.CO.A.3
370,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Graphing Functions Using Reflections about the Axes,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Graphing Functions Using Reflections about the Axes,HSG.CO.A.3,HSG.CO.A.3
371,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,9,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.3,HSG.CO.A.3
372,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Transformation of Functions,,,3.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Transformation of Functions,HSG.CO.A.4,HSG.CO.A.4
373,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Combining Vertical and Horizontal Shifts,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Combining Vertical and Horizontal Shifts,HSG.CO.A.4,HSG.CO.A.4
374,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.4,HSG.CO.A.4
375,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Unit Circle,,,7.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Unit Circle,HSG.CO.A.4,HSG.CO.A.4
376,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Finding Sines and Cosines of 30◦and 60◦Angles,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Finding Sines and Cosines of 30◦and 60◦Angles,HSG.CO.A.4,HSG.CO.A.4
377,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,figure,,,,12,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSG.CO.A.4,HSG.CO.A.4
378,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,section,Transformation of Functions,,,3.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Transformation of Functions,HSG.CO.A.5,HSG.CO.A.5
379,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Identifying Vertical Shifts,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Identifying Vertical Shifts,HSG.CO.A.5,HSG.CO.A.5
380,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.5,HSG.CO.A.5
381,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,title,,Identifying Horizontal Shifts,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Identifying Horizontal Shifts,HSG.CO.A.5,HSG.CO.A.5
382,Algebra and Trigonometry,GEOMETRY,Congruence,Experiment with transformations in the plane,example,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSG.CO.A.5,HSG.CO.A.5
383,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,section,Solving Trigonometric Equations with Identities,,,9.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ca2be86b-b94f-4af6-8ae3-73ba169cc8df.xhtml,Solving Trigonometric Equations with Identities,HSG.CO.C.10,HSG.CO.C.10
384,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,title,,Pythagorean Identities,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Pythagorean Identities,HSG.CO.C.10,HSG.CO.C.10
385,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,individual-exercise,,,,"34,35,36,37,38,39",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:d0a86917-6447-4b49-bed1-efb5c352cc77.xhtml,,HSG.CO.C.10,HSG.CO.C.10
386,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,section,The Rectangular Coordinate Systems and Graphs,,,2.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,The Rectangular Coordinate Systems and Graphs,HSG.CO.C.11,HSG.CO.C.11
387,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,individual-exercise,Extension Question # 58,,,58,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,Extension Question # 58,HSG.CO.C.11,HSG.CO.C.11
388,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,section,Linear Equations in One Variable,,,2.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:eb6fde5e-763a-412f-8aa4-866649f706d5.xhtml,Linear Equations in One Variable,HSG.CO.C.11,HSG.CO.C.11
389,Algebra and Trigonometry,GEOMETRY,Congruence,Prove geometric theorems,individual-exercise,Extension Question # 53,,,53,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:eb6fde5e-763a-412f-8aa4-866649f706d5.xhtml,Extension Question # 53,HSG.CO.C.11,HSG.CO.C.11
390,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,section,Angles,,,7.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Angles,HSG.CO.D.12,HSG.CO.D.12
391,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,title,,Quadrantal Angles,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Quadrantal Angles,HSG.CO.D.12,HSG.CO.D.12
392,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:d0a86917-6447-4b49-bed1-efb5c352cc77.xhtml,,HSG.CO.D.12,HSG.CO.D.12
393,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,title,,Drawing an Angle in Standard Position Measured in Degrees,,,,Drawing an Angle in Standard Position Measured in Degrees,HSG.CO.D.12,HSG.CO.D.12
394,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,title,,10.2 Non-right Triangles: Law of Cosines,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:2bb02600-6518-5c4f-b042-e2a0e08994e5.xhtml,10.2 Non-right Triangles: Law of Cosines,HSG.CO.D.12,HSG.CO.D.12
395,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,title,,Using the Law of Cosines to Solve Oblique Triangles,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f59bb6c3-d618-4ba3-a4ab-97bd701e6957.xhtml,Using the Law of Cosines to Solve Oblique Triangles,HSG.CO.D.12,HSG.CO.D.12
396,Algebra and Trigonometry,GEOMETRY,Congruence,Make geometric constructions,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:d0a86917-6447-4b49-bed1-efb5c352cc77.xhtml,,HSG.CO.D.12,HSG.CO.D.12
